year,week,lineup_rank,firstName,lastName,position,salary,eventId,actualPoints
2026,11,3,Jack,Regnery,M,21,2026-ev-38,10.0
2026,11,3,Ethan,Rall,D,17,2026-ev-38,12.0
2026,11,3,Luke,Wierman,FO,13,2026-ev-39,58.5
2026,11,4,Blaze,Riorden,G,40,2026-ev-40,18.0
2026,11,4,Joey,Spallina,A,39,2026-ev-39,57.0
2026,11,4,Sam,King,M,31,2026-ev-38,10.0
2026,11,4,Andrew,McMeekin,FO,30,2026-ev-38,13.0
2026,11,4,Owen,Hiltz,A,25,2026-ev-40,11.0
2026,11,4,Ethan,Rall,D,17,2026-ev-38,12.0
2026,11,4,Andrew,McAdorey,M,18,2026-ev-37,5.0
2026,11,5,CJ,Kirst,A,50,2026-ev-40,7.0
2026,11,5,Joey,Spallina,A,39,2026-ev-39,57.0
2026,11,5,Sam,King,M,31,2026-ev-38,10.0
2026,11,5,Andrew,McMeekin,FO,30,2026-ev-38,13.0
2026,11,5,Owen,McElroy,G,10,2026-ev-39,9.0
2026,11,5,Jack,Regnery,M,21,2026-ev-38,10.0
2026,11,5,Ethan,Rall,D,17,2026-ev-38,12.0
2026,12,1,Joey,Spallina,A,47,2026-ev-42,22.0
2026,12,1,Dylan,Molloy,A,40,2026-ev-45,17.0
2026,12,1,Owen,McElroy,G,19,2026-ev-44,53.0
2026,12,1,Andrew,McAdorey,M,22,2026-ev-45,3.5
2026,12,1,Shane,Knobloch,M,18,2026-ev-43,4.0
2026,12,1,Brian,Tevlin,D,21,2026-ev-45,34.0
2026,12,1,Mike,Sisselberger,FO,17,2026-ev-43,28.9
2026,12,2,Brett,Dobson,G,48,2026-ev-43,25.0
2026,12,2,Marcus,Holman,A,43,2026-ev-45,42.0
2026,12,2,TJ,Malone,A,42,2026-ev-42,5.0
2026,12,2,Teddy,Malone,M,25,2026-ev-43,38.0
2026,12,2,Trevor,Baptiste,FO,19,2026-ev-44,10.9
2026,12,2,Richard,Checo,D,16,2026-ev-43,0.0
2026,12,2,Garrett,Degnon,M,7,2026-ev-42,-2.0
2026,12,3,Brett,Dobson,G,48,2026-ev-43,25.0
2026,12,3,Joey,Spallina,A,47,2026-ev-42,22.0
2026,12,3,Marcus,Holman,A,43,2026-ev-45,42.0
2026,12,3,Teddy,Malone,M,25,2026-ev-43,38.0
2026,12,3,Trevor,Baptiste,FO,19,2026-ev-44,10.9
2026,12,3,Garrett,Degnon,M,7,2026-ev-42,-2.0
2026,12,3,Tyler,Carpenter,D,11,2026-ev-44,12.0
2026,12,4,Brett,Dobson,G,48,2026-ev-43,25.0
2026,12,4,Joey,Spallina,A,47,2026-ev-42,22.0
2026,12,4,TJ,Malone,A,42,2026-ev-42,5.0
2026,12,4,Teddy,Malone,M,25,2026-ev-43,38.0
2026,12,4,Trevor,Baptiste,FO,19,2026-ev-44,10.9
2026,12,4,Garrett,Degnon,M,7,2026-ev-42,-2.0
2026,12,4,Tyler,Carpenter,D,11,2026-ev-44,12.0
2026,12,5,Brett,Dobson,G,48,2026-ev-43,25.0
2026,12,5,Joey,Spallina,A,47,2026-ev-42,22.0
2026,12,5,Marcus,Holman,A,43,2026-ev-45,42.0
2026,12,5,Teddy,Malone,M,25,2026-ev-43,38.0
2026,12,5,Trevor,Baptiste,FO,19,2026-ev-44,10.9
2026,12,5,Garrett,Degnon,M,7,2026-ev-42,-2.0
2026,12,5,Greg,Weyl,D,7,2026-ev-44,1.0
2026,13,1,Dillon,Ward,G,32,2026-ev-48,15.0
2026,13,1,Brennan,O'Neill,A,40,2026-ev-48,12.0
2026,13,1,Ryder,Garnsey,A,29,2026-ev-48,57.0
2026,13,1,Jake,Piseno,D,32,2026-ev-48,13.0
2026,13,1,Andrew,McAdorey,M,22,2026-ev-48,53.0
2026,13,1,Matt,Collison,M,23,2026-ev-46,27.0
2026,13,1,Alec,Stathakis,FO,18,2026-ev-46,14.3
2026,13,2,Joey,Spallina,A,45,2026-ev-46,18.0
2026,13,2,Finn,Thomson,M,22,2026-ev-48,51.0
2026,13,2,Dillon,Ward,G,32,2026-ev-48,15.0
2026,13,2,Connor,Shellenberger,A,32,2026-ev-47,-5.0
2026,13,2,Ajax,Zappitello,D,26,2026-ev-46,19.0
2026,13,2,Matt,Brandau,M,20,2026-ev-46,8.0
2026,13,2,Trevor,Baptiste,FO,21,2026-ev-47,11.9
2026,13,3,Joey,Spallina,A,45,2026-ev-46,18.0
2026,13,3,Finn,Thomson,M,22,2026-ev-48,51.0
2026,13,3,Connor,Shellenberger,A,32,2026-ev-47,-5.0
2026,13,3,Liam,Entenmann,G,30,2026-ev-47,11.0
2026,13,3,Ajax,Zappitello,D,26,2026-ev-46,19.0
2026,13,3,Matt,Brandau,M,20,2026-ev-46,8.0
2026,13,3,Trevor,Baptiste,FO,21,2026-ev-47,11.9
2026,13,4,Joey,Spallina,A,45,2026-ev-46,18.0
2026,13,4,Chris,Kavanagh,A,43,2026-ev-48,19.0
2026,13,4,Finn,Thomson,M,22,2026-ev-48,51.0
2026,13,4,Dillon,Ward,G,32,2026-ev-48,15.0
2026,13,4,Matt,Brandau,M,20,2026-ev-46,8.0
2026,13,4,TD,Ierlan,FO,26,2026-ev-48,16.1
2026,13,4,Gavin,Adler,D,12,2026-ev-46,20.0
2026,13,5,Joey,Spallina,A,45,2026-ev-46,18.0
2026,13,5,Chris,Kavanagh,A,43,2026-ev-48,19.0
2026,13,5,Finn,Thomson,M,22,2026-ev-48,51.0
2026,13,5,Dillon,Ward,G,32,2026-ev-48,15.0
2026,13,5,Matt,Brandau,M,20,2026-ev-46,8.0
2026,13,5,Trevor,Baptiste,FO,21,2026-ev-47,11.9
2026,13,5,Gavin,Adler,D,12,2026-ev-46,20.0
